,order_id,quantity,order_date,unit_price,total_price,pizza_size,pizza_category,pizza_name,Day of the Week,Month of the Year
26190,11532,1,2015-12-07,12.5,12.5,M,Classic,The Pepperoni Pizza,Monday,December
26191,11532,1,2015-12-07,9.75,9.75,S,Classic,The Pepperoni Pizza,Monday,December
26192,11532,1,2015-12-07,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Monday,December
26193,11532,1,2015-12-07,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Monday,December
26194,11532,1,2015-12-07,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Monday,December
26195,11532,1,2015-12-07,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Monday,December
26196,11532,1,2015-12-07,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Monday,December
26197,11533,1,2015-12-07,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Monday,December
26198,11533,1,2015-12-07,21.0,21.0,L,Veggie,The Italian Vegetables Pizza,Monday,December
26199,11534,1,2015-12-07,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Monday,December
26200,11534,1,2015-12-07,16.5,16.5,M,Supreme,The Spicy Italian Pizza,Monday,December
26201,11535,1,2015-12-07,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza,Monday,December
26202,11536,1,2015-12-07,20.25,20.25,L,Supreme,The Sicilian Pizza,Monday,December
26203,11537,1,2015-12-07,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Monday,December
26204,11538,1,2015-12-07,10.5,10.5,S,Classic,The Hawaiian Pizza,Monday,December
26205,11538,1,2015-12-07,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Monday,December
26206,11538,1,2015-12-07,12.5,12.5,M,Classic,The Pepperoni Pizza,Monday,December
26207,11538,1,2015-12-07,12.5,12.5,S,Veggie,The Spinach Pesto Pizza,Monday,December
26208,11539,1,2015-12-07,20.5,20.5,L,Classic,The Classic Deluxe Pizza,Monday,December
26209,11539,1,2015-12-07,12.0,12.0,S,Veggie,The Mediterranean Pizza,Monday,December
26210,11540,1,2015-12-07,20.75,20.75,L,Chicken,The Chicken Pesto Pizza,Monday,December
26211,11540,1,2015-12-07,20.75,20.75,L,Supreme,The Soppressata Pizza,Monday,December
26212,11541,1,2015-12-07,20.75,20.75,L,Supreme,The Italian Supreme Pizza,Monday,December
26213,11542,1,2015-12-07,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Monday,December
26214,11543,1,2015-12-07,18.5,18.5,L,Veggie,The Five Cheese Pizza,Monday,December
26215,11543,1,2015-12-07,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Monday,December
26216,11544,1,2015-12-07,20.75,20.75,L,Chicken,The Chicken Pesto Pizza,Monday,December
26217,11544,1,2015-12-07,20.5,20.5,L,Classic,The Italian Capocollo Pizza,Monday,December
26218,11544,1,2015-12-07,20.25,20.25,L,Veggie,The Mediterranean Pizza,Monday,December
26219,11544,1,2015-12-07,16.75,16.75,M,Chicken,The Southwest Chicken Pizza,Monday,December
26220,11545,1,2015-12-07,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Monday,December
26221,11546,1,2015-12-07,20.25,20.25,L,Veggie,The Mediterranean Pizza,Monday,December
26222,11546,1,2015-12-07,16.5,16.5,M,Supreme,The Spicy Italian Pizza,Monday,December
26223,11546,1,2015-12-07,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Monday,December
26224,11546,1,2015-12-07,16.5,16.5,M,Supreme,The Spinach Supreme Pizza,Monday,December
26225,11547,1,2015-12-07,18.5,18.5,L,Veggie,The Five Cheese Pizza,Monday,December
26226,11547,1,2015-12-07,16.5,16.5,M,Supreme,The Spinach Supreme Pizza,Monday,December
26227,11548,1,2015-12-07,12.0,12.0,S,Classic,The Big Meat Pizza,Monday,December
26228,11549,1,2015-12-07,16.5,16.5,L,Classic,The Hawaiian Pizza,Monday,December
26229,11550,1,2015-12-07,16.75,16.75,M,Chicken,The California Chicken Pizza,Monday,December
26230,11550,1,2015-12-07,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,December
26231,11550,1,2015-12-07,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Monday,December
26232,11550,1,2015-12-07,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Monday,December
26233,11551,1,2015-12-07,16.75,16.75,M,Chicken,The California Chicken Pizza,Monday,December
26234,11551,1,2015-12-07,20.75,20.75,L,Supreme,The Soppressata Pizza,Monday,December
26235,11552,1,2015-12-07,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,December
26236,11552,1,2015-12-07,16.75,16.75,M,Chicken,The Thai Chicken Pizza,Monday,December
26237,11553,1,2015-12-07,12.0,12.0,S,Classic,The Classic Deluxe Pizza,Monday,December
26238,11553,1,2015-12-07,20.5,20.5,L,Classic,The Napolitana Pizza,Monday,December
26239,11553,1,2015-12-07,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Monday,December
26240,11553,1,2015-12-07,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Monday,December
26241,11554,1,2015-12-07,20.75,20.75,L,Chicken,The California Chicken Pizza,Monday,December
26242,11554,1,2015-12-07,16.0,16.0,M,Classic,The Greek Pizza,Monday,December
26243,11555,1,2015-12-07,20.75,20.75,L,Chicken,The Chicken Pesto Pizza,Monday,December
26244,11555,1,2015-12-07,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Monday,December
26245,11556,1,2015-12-07,12.0,12.0,S,Classic,The Classic Deluxe Pizza,Monday,December
26246,11557,1,2015-12-07,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Monday,December
26247,11558,1,2015-12-07,12.0,12.0,S,Veggie,The Green Garden Pizza,Monday,December
26248,11558,1,2015-12-07,13.25,13.25,M,Classic,The Hawaiian Pizza,Monday,December
26249,11558,1,2015-12-07,16.25,16.25,M,Supreme,The Sicilian Pizza,Monday,December
26250,11559,1,2015-12-07,12.0,12.0,S,Classic,The Big Meat Pizza,Monday,December
26251,11559,1,2015-12-07,16.0,16.0,M,Classic,The Napolitana Pizza,Monday,December
26252,11560,1,2015-12-07,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza,Monday,December
26253,11560,1,2015-12-07,18.5,18.5,L,Veggie,The Five Cheese Pizza,Monday,December
26254,11560,1,2015-12-07,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,December
26255,11560,1,2015-12-07,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Monday,December
26256,11561,1,2015-12-07,12.0,12.0,S,Veggie,The Green Garden Pizza,Monday,December
26257,11561,1,2015-12-07,12.5,12.5,M,Classic,The Pepperoni Pizza,Monday,December
26258,11561,1,2015-12-07,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Monday,December
26259,11562,1,2015-12-07,20.25,20.25,L,Veggie,The Mexicana Pizza,Monday,December
26260,11562,1,2015-12-07,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Monday,December
26261,11562,1,2015-12-07,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Monday,December
26262,11562,1,2015-12-07,25.5,25.5,XL,Classic,The Greek Pizza,Monday,December
26263,11563,1,2015-12-07,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Monday,December
26264,11563,1,2015-12-07,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Monday,December
26265,11563,1,2015-12-07,25.5,25.5,XL,Classic,The Greek Pizza,Monday,December
26266,11564,1,2015-12-07,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,December
26267,11564,1,2015-12-07,9.75,9.75,S,Classic,The Pepperoni Pizza,Monday,December
26268,11565,1,2015-12-07,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza,Monday,December
26269,11566,1,2015-12-07,16.0,16.0,M,Veggie,The Mexicana Pizza,Monday,December
26270,11566,1,2015-12-07,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Monday,December
26271,11567,1,2015-12-07,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Monday,December
26272,11567,1,2015-12-07,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Monday,December
26273,11568,1,2015-12-07,9.75,9.75,S,Classic,The Pepperoni Pizza,Monday,December
26274,11568,1,2015-12-07,16.25,16.25,M,Supreme,The Sicilian Pizza,Monday,December
26275,11569,1,2015-12-07,16.5,16.5,M,Supreme,The Spicy Italian Pizza,Monday,December
26276,11569,1,2015-12-07,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Monday,December
26277,11570,1,2015-12-07,15.25,15.25,L,Classic,The Pepperoni Pizza,Monday,December
26278,11571,1,2015-12-07,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Monday,December
26279,11572,1,2015-12-07,16.25,16.25,M,Supreme,The Calabrese Pizza,Monday,December
26280,11572,1,2015-12-07,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza,Monday,December
26281,11572,1,2015-12-07,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Monday,December
26282,11573,1,2015-12-07,20.25,20.25,L,Supreme,The Sicilian Pizza,Monday,December
26283,11573,1,2015-12-07,12.25,12.25,S,Supreme,The Sicilian Pizza,Monday,December
26284,11574,1,2015-12-07,15.25,15.25,L,Classic,The Pepperoni Pizza,Monday,December
26285,11574,1,2015-12-07,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Monday,December
26286,11575,1,2015-12-07,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Monday,December
26287,11576,1,2015-12-07,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Monday,December
26288,11577,1,2015-12-07,12.0,12.0,S,Classic,The Big Meat Pizza,Monday,December
26289,11577,1,2015-12-07,12.75,12.75,S,Chicken,The California Chicken Pizza,Monday,December
26290,11577,1,2015-12-07,16.5,16.5,M,Supreme,The Pepper Salami Pizza,Monday,December
26291,11577,1,2015-12-07,16.5,16.5,M,Supreme,The Spinach Supreme Pizza,Monday,December
26292,11578,1,2015-12-07,16.75,16.75,M,Chicken,The Southwest Chicken Pizza,Monday,December
26293,11578,1,2015-12-07,12.5,12.5,S,Supreme,The Spinach Supreme Pizza,Monday,December
26294,11578,1,2015-12-07,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza,Monday,December
26295,11579,1,2015-12-07,16.25,16.25,M,Supreme,The Calabrese Pizza,Monday,December
26296,11579,1,2015-12-07,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,December
26297,11579,1,2015-12-07,12.0,12.0,S,Classic,The Italian Capocollo Pizza,Monday,December
26298,11579,1,2015-12-07,12.5,12.5,S,Supreme,The Italian Supreme Pizza,Monday,December
26299,11580,1,2015-12-07,20.75,20.75,L,Supreme,The Italian Supreme Pizza,Monday,December
26300,11580,1,2015-12-07,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza,Monday,December
26301,11581,1,2015-07-13,21.0,21.0,L,Veggie,The Italian Vegetables Pizza,Monday,July
26302,11581,1,2015-07-13,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza,Monday,July
26303,11582,1,2015-07-13,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Monday,July
26304,11583,1,2015-07-13,20.75,20.75,L,Chicken,The California Chicken Pizza,Monday,July
26305,11583,1,2015-07-13,12.0,12.0,S,Classic,The Napolitana Pizza,Monday,July
26306,11583,1,2015-07-13,20.25,20.25,L,Supreme,The Sicilian Pizza,Monday,July
26307,11584,1,2015-07-13,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Monday,July
26308,11585,1,2015-07-13,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Monday,July
26309,11586,1,2015-07-13,20.75,20.75,L,Chicken,The California Chicken Pizza,Monday,July
26310,11586,1,2015-07-13,20.75,20.75,L,Chicken,The Chicken Pesto Pizza,Monday,July
26311,11586,1,2015-07-13,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Monday,July
26312,11586,1,2015-07-13,18.5,18.5,L,Veggie,The Five Cheese Pizza,Monday,July
26313,11586,1,2015-07-13,12.5,12.5,M,Classic,The Pepperoni Pizza,Monday,July
26314,11587,1,2015-07-13,12.75,12.75,S,Chicken,The Chicken Pesto Pizza,Monday,July
26315,11587,1,2015-07-13,12.5,12.5,S,Supreme,The Italian Supreme Pizza,Monday,July
26316,11587,1,2015-07-13,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza,Monday,July
26317,11587,1,2015-07-13,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Monday,July
26318,11588,1,2015-07-13,10.5,10.5,S,Classic,The Hawaiian Pizza,Monday,July
26319,11589,1,2015-07-13,20.25,20.25,L,Veggie,The Mediterranean Pizza,Monday,July
26320,11589,1,2015-07-13,15.25,15.25,L,Classic,The Pepperoni Pizza,Monday,July
26321,11590,1,2015-07-13,16.25,16.25,M,Supreme,The Sicilian Pizza,Monday,July
26322,11591,1,2015-07-13,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Monday,July
26323,11592,1,2015-07-13,16.75,16.75,M,Chicken,The Chicken Pesto Pizza,Monday,July
26324,11592,1,2015-07-13,12.0,12.0,S,Classic,The Italian Capocollo Pizza,Monday,July
26325,11593,1,2015-07-13,16.75,16.75,M,Chicken,The California Chicken Pizza,Monday,July
26326,11593,1,2015-07-13,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Monday,July
26327,11594,1,2015-07-13,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Monday,July
26328,11594,1,2015-07-13,12.0,12.0,S,Classic,The Big Meat Pizza,Monday,July
26329,11594,1,2015-07-13,23.65,23.65,S,Supreme,The Brie Carre Pizza,Monday,July
26330,11594,1,2015-07-13,20.25,20.25,L,Supreme,The Calabrese Pizza,Monday,July
26331,11594,1,2015-07-13,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza,Monday,July
26332,11594,1,2015-07-13,14.75,14.75,M,Veggie,The Four Cheese Pizza,Monday,July
26333,11594,1,2015-07-13,9.75,9.75,S,Classic,The Pepperoni Pizza,Monday,July
26334,11594,1,2015-07-13,12.5,12.5,S,Supreme,The Soppressata Pizza,Monday,July
26335,11594,1,2015-07-13,12.75,12.75,S,Chicken,The Southwest Chicken Pizza,Monday,July
26336,11594,1,2015-07-13,20.75,20.75,L,Supreme,The Spinach Supreme Pizza,Monday,July
26337,11594,1,2015-07-13,20.5,20.5,L,Classic,The Greek Pizza,Monday,July
26338,11595,1,2015-07-13,20.25,20.25,L,Veggie,The Mediterranean Pizza,Monday,July
26339,11595,1,2015-07-13,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza,Monday,July
26340,11595,1,2015-07-13,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Monday,July
26341,11596,1,2015-07-13,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza,Monday,July
26342,11597,1,2015-07-13,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Monday,July
26343,11598,1,2015-07-13,12.75,12.75,S,Chicken,The Southwest Chicken Pizza,Monday,July
26344,11599,2,2015-07-13,23.65,47.3,S,Supreme,The Brie Carre Pizza,Monday,July
26345,11599,2,2015-07-13,16.0,32.0,M,Classic,The Classic Deluxe Pizza,Monday,July
26346,11599,1,2015-07-13,16.5,16.5,L,Classic,The Hawaiian Pizza,Monday,July
26347,11599,1,2015-07-13,13.25,13.25,M,Classic,The Hawaiian Pizza,Monday,July
26348,11599,1,2015-07-13,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Monday,July
26349,11599,1,2015-07-13,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Monday,July
26350,11599,1,2015-07-13,15.25,15.25,L,Classic,The Pepperoni Pizza,Monday,July
26351,11599,1,2015-07-13,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza,Monday,July
26352,11599,1,2015-07-13,16.75,16.75,M,Chicken,The Thai Chicken Pizza,Monday,July
26353,11600,1,2015-07-13,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Monday,July
26354,11601,1,2015-07-13,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza,Monday,July
26355,11601,1,2015-07-13,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,July
26356,11602,1,2015-07-13,10.5,10.5,S,Classic,The Hawaiian Pizza,Monday,July
26357,11603,1,2015-07-13,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Monday,July
26358,11603,1,2015-07-13,16.25,16.25,M,Supreme,The Sicilian Pizza,Monday,July
26359,11603,1,2015-07-13,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Monday,July
26360,11603,1,2015-07-13,20.5,20.5,L,Classic,The Greek Pizza,Monday,July
26361,11604,1,2015-07-13,16.75,16.75,M,Chicken,The Southwest Chicken Pizza,Monday,July
26362,11605,1,2015-07-13,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,July
26363,11605,1,2015-07-13,10.5,10.5,S,Classic,The Hawaiian Pizza,Monday,July
26364,11605,1,2015-07-13,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Monday,July
26365,11606,1,2015-07-13,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Monday,July
26366,11606,1,2015-07-13,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Monday,July
26367,11607,1,2015-07-13,16.75,16.75,M,Chicken,The California Chicken Pizza,Monday,July
26368,11607,1,2015-07-13,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Monday,July
26369,11608,1,2015-07-13,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,July
26370,11608,1,2015-07-13,10.5,10.5,S,Classic,The Hawaiian Pizza,Monday,July
26371,11608,1,2015-07-13,9.75,9.75,S,Classic,The Pepperoni Pizza,Monday,July
26372,11608,1,2015-07-13,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Monday,July
26373,11609,1,2015-07-13,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Monday,July
26374,11610,1,2015-07-13,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Monday,July
26375,11610,1,2015-07-13,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza,Monday,July
26376,11611,1,2015-07-13,20.5,20.5,L,Classic,The Classic Deluxe Pizza,Monday,July
26377,11611,1,2015-07-13,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Monday,July
26378,11612,1,2015-07-13,18.5,18.5,L,Veggie,The Five Cheese Pizza,Monday,July
26379,11612,1,2015-07-13,16.0,16.0,M,Veggie,The Mexicana Pizza,Monday,July
26380,11613,1,2015-07-13,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza,Monday,July
26381,11614,1,2015-07-13,23.65,23.65,S,Supreme,The Brie Carre Pizza,Monday,July
26382,11614,1,2015-07-13,16.5,16.5,L,Classic,The Hawaiian Pizza,Monday,July
26383,11614,1,2015-07-13,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Monday,July
26384,11614,1,2015-07-13,9.75,9.75,S,Classic,The Pepperoni Pizza,Monday,July
26385,11615,1,2015-07-13,12.75,12.75,S,Chicken,The California Chicken Pizza,Monday,July
26386,11616,1,2015-07-13,12.0,12.0,S,Classic,The Classic Deluxe Pizza,Monday,July
26387,11616,1,2015-07-13,12.25,12.25,S,Supreme,The Sicilian Pizza,Monday,July
26388,11616,1,2015-07-13,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza,Monday,July
26389,11616,1,2015-07-13,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza,Monday,July
26390,11617,1,2015-07-13,16.0,16.0,M,Classic,The Greek Pizza,Monday,July
26391,11618,1,2015-07-13,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza,Monday,July
26392,11619,1,2015-07-13,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Monday,July
26393,11620,1,2015-07-13,10.5,10.5,S,Classic,The Hawaiian Pizza,Monday,July
26394,11620,1,2015-07-13,12.5,12.5,S,Supreme,The Italian Supreme Pizza,Monday,July
26395,11620,1,2015-07-13,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Monday,July
26396,11621,1,2015-07-13,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,July
26397,11621,1,2015-07-13,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Monday,July
26398,11622,1,2015-07-13,12.25,12.25,S,Supreme,The Sicilian Pizza,Monday,July
26399,11623,1,2015-07-13,12.0,12.0,S,Classic,The Big Meat Pizza,Monday,July
26400,11623,1,2015-07-13,18.5,18.5,L,Veggie,The Five Cheese Pizza,Monday,July
26401,11623,1,2015-07-13,10.5,10.5,S,Classic,The Hawaiian Pizza,Monday,July
26402,11624,1,2015-07-13,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza,Monday,July
26403,11625,1,2015-07-13,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza,Monday,July
26404,11625,1,2015-07-13,16.25,16.25,M,Supreme,The Sicilian Pizza,Monday,July
26405,11626,1,2015-07-13,16.75,16.75,M,Chicken,The California Chicken Pizza,Monday,July
26406,11626,1,2015-07-13,17.95,17.95,L,Veggie,The Four Cheese Pizza,Monday,July
26407,11626,1,2015-07-13,16.75,16.75,M,Veggie,The Italian Vegetables Pizza,Monday,July
26408,11627,1,2015-07-13,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza,Monday,July
26409,11628,1,2015-07-13,23.65,23.65,S,Supreme,The Brie Carre Pizza,Monday,July
26410,11628,1,2015-07-13,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza,Monday,July
26411,11628,1,2015-07-13,18.5,18.5,L,Veggie,The Five Cheese Pizza,Monday,July
26412,11628,1,2015-07-13,25.5,25.5,XL,Classic,The Greek Pizza,Monday,July
26413,11629,1,2015-07-13,10.5,10.5,S,Classic,The Hawaiian Pizza,Monday,July
26414,11629,1,2015-07-13,9.75,9.75,S,Classic,The Pepperoni Pizza,Monday,July
26415,11629,1,2015-07-13,12.5,12.5,S,Supreme,The Pepper Salami Pizza,Monday,July
26416,11629,1,2015-07-13,25.5,25.5,XL,Classic,The Greek Pizza,Monday,July
26417,11630,1,2015-07-13,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Monday,July
26418,11631,1,2015-07-13,12.0,12.0,S,Classic,The Big Meat Pizza,Monday,July
26419,11632,1,2015-07-13,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Monday,July
26420,11633,1,2015-07-13,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Monday,July
26421,11633,1,2015-07-13,12.0,12.0,S,Veggie,The Spinach and Feta Pizza,Monday,July
26422,11634,1,2015-07-13,12.0,12.0,S,Veggie,The Mexicana Pizza,Monday,July
26423,11635,1,2015-07-14,18.5,18.5,L,Veggie,The Five Cheese Pizza,Tuesday,July
26424,11636,1,2015-07-14,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Tuesday,July
26425,11636,1,2015-07-14,12.0,12.0,S,Veggie,The Spinach and Feta Pizza,Tuesday,July
26426,11637,1,2015-07-14,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Tuesday,July
26427,11638,1,2015-07-14,16.0,16.0,M,Veggie,The Mexicana Pizza,Tuesday,July
26428,11639,1,2015-07-14,18.5,18.5,L,Veggie,The Five Cheese Pizza,Tuesday,July
26429,11639,2,2015-07-14,16.5,33.0,M,Supreme,The Prosciutto and Arugula Pizza,Tuesday,July
26430,11639,1,2015-07-14,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Tuesday,July
26431,11640,1,2015-07-14,16.0,16.0,M,Veggie,The Mexicana Pizza,Tuesday,July
26432,11641,1,2015-07-14,20.75,20.75,L,Supreme,The Italian Supreme Pizza,Tuesday,July
26433,11642,1,2015-07-14,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Tuesday,July
26434,11643,1,2015-07-14,12.25,12.25,S,Supreme,The Sicilian Pizza,Tuesday,July
26435,11644,1,2015-07-14,16.5,16.5,L,Classic,The Hawaiian Pizza,Tuesday,July
26436,11645,1,2015-07-14,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Tuesday,July
26437,11645,1,2015-07-14,20.75,20.75,L,Supreme,The Soppressata Pizza,Tuesday,July
26438,11646,1,2015-07-14,20.5,20.5,L,Classic,The Italian Capocollo Pizza,Tuesday,July
26439,11646,1,2015-07-14,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Tuesday,July
26440,11646,1,2015-07-14,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Tuesday,July
26441,11647,1,2015-07-14,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Tuesday,July
26442,11648,1,2015-07-14,20.25,20.25,L,Veggie,The Green Garden Pizza,Tuesday,July
26443,11648,1,2015-07-14,20.75,20.75,L,Supreme,The Italian Supreme Pizza,Tuesday,July
26444,11649,1,2015-07-14,20.75,20.75,L,Chicken,The California Chicken Pizza,Tuesday,July
26445,11650,1,2015-07-14,20.5,20.5,L,Classic,The Italian Capocollo Pizza,Tuesday,July
26446,11650,1,2015-07-14,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Tuesday,July
26447,11650,1,2015-07-14,12.5,12.5,S,Veggie,The Spinach Pesto Pizza,Tuesday,July
26448,11651,1,2015-07-14,12.0,12.0,S,Classic,The Big Meat Pizza,Tuesday,July
26449,11651,1,2015-07-14,16.25,16.25,M,Supreme,The Sicilian Pizza,Tuesday,July
26450,11651,1,2015-07-14,16.75,16.75,M,Chicken,The Southwest Chicken Pizza,Tuesday,July
26451,11652,1,2015-07-14,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Tuesday,July
26452,11653,1,2015-07-14,12.5,12.5,M,Classic,The Pepperoni Pizza,Tuesday,July
26453,11654,1,2015-07-14,14.75,14.75,M,Veggie,The Four Cheese Pizza,Tuesday,July
26454,11654,1,2015-07-14,12.75,12.75,S,Veggie,The Italian Vegetables Pizza,Tuesday,July
26455,11655,1,2015-07-14,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Tuesday,July
26456,11655,1,2015-07-14,12.0,12.0,S,Classic,The Big Meat Pizza,Tuesday,July
26457,11655,1,2015-07-14,20.75,20.75,L,Chicken,The California Chicken Pizza,Tuesday,July
26458,11655,1,2015-07-14,18.5,18.5,L,Veggie,The Five Cheese Pizza,Tuesday,July
26459,11655,1,2015-07-14,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Tuesday,July
26460,11655,1,2015-07-14,12.0,12.0,S,Classic,The Italian Capocollo Pizza,Tuesday,July
26461,11655,1,2015-07-14,20.25,20.25,L,Veggie,The Mediterranean Pizza,Tuesday,July
26462,11655,1,2015-07-14,16.0,16.0,M,Veggie,The Mexicana Pizza,Tuesday,July
26463,11655,1,2015-07-14,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza,Tuesday,July
26464,11655,1,2015-07-14,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Tuesday,July
26465,11656,1,2015-07-14,16.0,16.0,M,Classic,The Napolitana Pizza,Tuesday,July
26466,11656,1,2015-07-14,25.5,25.5,XL,Classic,The Greek Pizza,Tuesday,July
26467,11657,1,2015-07-14,18.5,18.5,L,Veggie,The Five Cheese Pizza,Tuesday,July
26468,11658,1,2015-07-14,12.0,12.0,S,Veggie,The Spinach and Feta Pizza,Tuesday,July
26469,11658,1,2015-07-14,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Tuesday,July
26470,11659,1,2015-07-14,12.0,12.0,S,Classic,The Big Meat Pizza,Tuesday,July
26471,11659,1,2015-07-14,20.75,20.75,L,Chicken,The California Chicken Pizza,Tuesday,July
26472,11660,1,2015-07-14,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Tuesday,July
